grade_band,weekday_affinity,semantic_group,proposed_question_family,question_text,gate_type,yes_follow_up_intents,no_branch_direction,recommended_cooldown_days,time_of_day,rapport_weight,existing_similar_question_ids,duplicate_risk,why_needed,status
초3~4,fri,DAILY_HIGHLIGHT,SCHOOL_HIGHLIGHT,오늘 하루 중에 제일 재밌었던 순간이 언제야?,OPEN,,,2,evening,2,0931af3d-4cc2-41ea-a080-254fe7645d7e,LOW,금요일 하이라이트 파악용으로 weekday_affinity에 fri 추가 필요,REUSE_EXISTING
초3~4,fri,DAILY_LIFE,MOOD_TODAY,오늘 가장 많이 웃은 때는 언제였어?,OPEN,,,2,evening,2,26e8f4ca-341f-9c09-64dc-ba766f62bb44,LOW,금요일 긍정 정서 및 웃음 회상 질문으로 weekday_affinity에 fri 추가 필요,REUSE_EXISTING
초3~4,fri,DIGITAL_CONTENT,GAME_TODAY,친구에게 추천하고 싶은 게임이나 영상이 있어?,GATE,어떤게임/영상인지;추천하는이유;친구랑같이하고싶은지,요즘혼자즐기는취미확인;주말에해보고싶은놀이,3,evening,2,731fee20-ff12-803c-b994-6283b11f2322,LOW,금요일 친구와의 놀이/디지털 추천 공유용으로 weekday_affinity에 fri 추가 필요,REUSE_EXISTING
초5~6,sat,FAMILY_RELATIONSHIP,OUTING_TODAY,오늘 가족과 함께해서 좋았던 일이 있었어?,GATE,가족과 함께한 활동 내용;즐거웠던 순간;느낀 감정 공유,혼자 보낸 편안한 시간이나 친구와의 활동으로 전환,14,evening,2,0e1108f7-631b-9667-8218-30bdc0a3cbc6;21f9060b-b5df-e156-1f00-fc46943981a1,LOW,기존 토요일 승인 질문 유지 (토요일 가족 유대 및 긍정 경험 확인),REUSE_EXISTING
초5~6,sat,FAMILY_RELATIONSHIP,MOOD_TODAY,오늘 가족에게 말하고 싶은 일이 있어?,GATE,전하고 싶은 이야기 경청;가족과의 소통 지지;말하고 싶은 이유,자신만의 생각이나 일상 이야기로 자연스럽게 전환,14,evening,2,286d2283-6f2e-8368-3b7b-8b52d26d9e44;89bc1f0b-0a81-0bf8-a622-ceb6c016d208,LOW,기존 토요일 승인 질문 유지 (주말 가족 간 의사소통 욕구 확인),REUSE_EXISTING
초5~6,sat,FAMILY_RELATIONSHIP,WEEKEND_HIGHLIGHT,이번 주 가족과 함께한 시간 중 좋았던 순간이 있어?,GATE,가족과의 특별한 순간 확인;함께한 식사/대화/나들이;기분 공유,개인적인 자유시간이나 친구들과 보낸 시간으로 전환,14,evening,2,41ada335-0e3b-47d2-a35e-86fea458492a;fc164f91-5dbd-eca1-223f-6c1f98811687,LOW,기존 토요일 승인 질문 유지 (주간 가족 관계 하이라이트 회고),REUSE_EXISTING
초5~6,sat,FAMILY_RELATIONSHIP,MOOD_TODAY,오늘 가족이 네 이야기를 잘 들어줬다고 느꼈어?,GATE,이해받은 느낌 공감;나눈 이야기 내용;마음의 안정감 지지,언제든 케이에게 편하게 이야기해도 된다는 지지적 메시지 전달,14,evening,2,55b0407c-91e7-c648-07eb-c9233732b15e;99f51e25-aba2-3d4d-622e-a07d50e6cf06,LOW,기존 토요일 승인 질문 유지 (가정 내 정서적 수용감 및 경청 경험 점검),REUSE_EXISTING
초5~6,sat,FAMILY_RELATIONSHIP,WEEKEND_EXPECTATION,내일 가족과 같이 하고 싶은 게 있어?,GATE,일요일 가족 활동 계획 확인;외식/나들이/놀이 기대감 공유,혼자만의 자유로운 휴식이나 친구와의 약속 계획으로 전환,14,evening,1,5c9af19e-b037-0855-ab61-7899e8a48ea6;d1220c7e-9586-2767-786e-1e3ff45c58d1,LOW,기존 토요일 승인 질문 유지 (토요일 저녁 일요일 가족 일정 기대감 확인),REUSE_EXISTING
초5~6,"sat,wed",DIGITAL_CONTENT,GAME_TODAY,요즘 재미있게 보는 영상이나 자주 하는 게임이 있어?,GATE,게임/영상 콘텐츠 확인;재미있는 포인트;플레이 스타일 파악,야외 놀이나 다른 취미 활동으로 자연스럽게 전환,7,afternoon,1,e06c8ea7-7747-d96f-6cb4-7a3f87563123;35c80715-fd8d-beb5-7064-284906d7a36c,LOW,기존 wed 전용 문항의 weekday_affinity에 sat 추가 필요 (토요일 디지털 여가 관심사 파악),REUSE_EXISTING
초5~6,"sat,wed",DIGITAL_CONTENT,GAME_TODAY,친구에게 추천하고 싶은 영상이나 게임이 있어?,GATE,추천 콘텐츠 확인;추천하는 이유;친구의 반응 기대,나 혼자 조용히 즐기는 최애 콘텐츠나 음악으로 전환,14,afternoon,2,bf71fb45-72dd-223d-ba24-0b88ed672b49;731fee20-ff12-803c-b994-6283b11f2322,LOW,기존 wed 전용 문항의 weekday_affinity에 sat 추가 필요 (토요일 또래 디지털 문화 공유),REUSE_EXISTING
초5~6,"sat,sun",MEAL_AND_TASTE,FOOD_TODAY,오늘 먹은 것 중에 제일 맛있었던 건 뭐야?,OPEN,음식 메뉴 확인;누구와 함께 먹었는지;맛있었던 이유,다음에 먹고 싶은 음식이나 좋아하는 간식 이야기로 전환,7,evening,1,6ec2e80d-adac-4b74-21dc-0cf586a3b4c6;d2bc4212-56ee-5cd1-b11b-5a7205bce83b,LOW,기존 요일 미지정 문항의 weekday_affinity에 sat 추가 필요 (주말 맛있는 음식/특식 일상 탐색),REUSE_EXISTING
초5~6,"sat,sun",DAILY_LIFE,RAPPORT_INTEREST,오늘 조용히 쉬었던 순간은 언제였어?,OPEN,휴식 장소 및 시간;쉬면서 한 일(누워있기/음악/멍때리기);편안함 공감,하루 종일 활기차게 보낸 신나는 활동 이야기로 전환,7,evening,1,6ed0ee4e-4cb3-54c7-ff6b-035171836126;7e3efa20-c28a-7331-1232-70896391debc,LOW,기존 요일 미지정 문항의 weekday_affinity에 sat 추가 필요 (토요일 여유로운 쉼 맥락 포착),REUSE_EXISTING
초5~6,"sat,fri",DAILY_LIFE,RAPPORT_INTEREST,지금 제일 하고 싶은 게 뭐야?,OPEN,원하는 활동 탐색;토요일 자유시간 계획 지지;개인 취향 확인,편안하게 쉴 수 있는 방법이나 가벼운 놀이 제안,7,afternoon,1,c4415254-da55-4b66-8dbe-b877774f3e92,LOW,기존 요일 미지정 문항의 weekday_affinity에 sat 추가 필요 (토요일 오후 즉각적 욕구 및 자율성 탐색),REUSE_EXISTING
초5~6,sat,DIGITAL_CONTENT,GAME_TODAY,오늘 친구들이랑 온라인에서 게임하거나 같이 플레이한 거 있어?,GATE,게임 종목 확인;함께한 친구;승리/협동 등 재미있었던 순간,"혼자 즐긴 게임이나 재미있게 본 영상, 다른 취미 활동으로 전환",7,afternoon,2,,LOW,초5~6의 대표적인 토요일 여가인 온라인 멀티플레이/친구 게임 교류 포착 (Gate형),NEW_QUESTION
초5~6,sat,DIGITAL_CONTENT,VIDEO_TODAY,"오늘 유튜브나 OTT, 웹툰 중에서 시간 가는 줄 모르고 본 거 있어?",GATE,채널/작품명 확인;인상 깊었던 장면;추천 포인트 공유,"야외 활동, 독서, 만들기 등 다른 놀이나 휴식으로 전환",7,afternoon,2,,LOW,토요일 미디어/웹툰 몰입 시청 생활 맥락 질문 (Gate형),NEW_QUESTION
초5~6,sat,DAILY_LIFE,OUTING_TODAY,오늘 집 밖으로 나가서 동네 한 바퀴 돌거나 어디 놀러 다녀왔어?,GATE,외출 장소 및 목적;동행인(친구/가족);즐거웠던 에피소드,집에서 편안하게 보낸 집콕 힐링 시간으로 자연스럽게 전환,7,afternoon,2,,LOW,토요일 야외 외출 및 동네 활동 맥락 확인 (Gate형),NEW_QUESTION
초5~6,sat,PEER_CONNECTION,FRIEND_PLAY,"오늘 친구 만나서 놀거나 카톡, 전화로 수다 떤 일 있어?",GATE,만난/연락한 친구;대화 주제 및 놀이 내용;나눈 기분,가족과 보낸 시간이나 혼자만의 여유로운 휴식으로 전환,7,afternoon,2,,LOW,토요일 또래 사적 만남 및 SNS/메신저 소통 맥락 포착 (Gate형),NEW_QUESTION
초5~6,sat,DAILY_LIFE,MOOD_TODAY,오늘 토요일 아침에 늦잠 푹 자고 여유롭게 일어났어?,GATE,늦잠 후 개운함 공감;여유로운 주말 아침 기분 지지,아침 일찍 일어나서 시작한 알찬 하루 활동 확인,14,morning,1,,LOW,주말 특유의 늦잠/여유로운 기상 패턴에 대한 공감형 질문 (Gate형),NEW_QUESTION
초5~6,sat,MEAL_AND_TASTE,FOOD_TODAY,오늘 주말 맞아서 맛있는 배달음식이나 특별한 외식 먹었어?,GATE,메뉴 확인;누구와 먹었는지;가장 맛있었던 점,집밥이나 평소 좋아하는 최애 간식 이야기로 전환,7,evening,1,,LOW,토요일 특식/외식/배달음식 기대감 및 미식 경험 공유 (Gate형),NEW_QUESTION
초5~6,sat,SCHOOL_EXPERIENCE,ACADEMY_TODAY,오늘 주말인데 학원 가거나 숙제하느라 바빴어? 없으면 푹 쉬었겠네!,GATE,학원/과제 과목 파악;수고 공감;끝난 후의 해방감 격려,주말 자유시간 만끽 지지 및 여유로운 휴식 즐기기 권유,7,evening,2,,LOW,고학년의 주말 학원/보충학습 부담을 사실가정 없이 배려하는 질문 (Gate형),NEW_QUESTION
초5~6,sat,HOBBY_AND_CREATION,RAPPORT_INTEREST,오늘 나 혼자만의 취미나 좋아하는 거에 푹 빠져본 시간 있어?,GATE,취미 활동 내용(그림/만들기/악기/음악/독서 등);몰입한 순간;느낀 즐거움,친구/가족과 함께한 시간이나 편안하게 쉰 휴식으로 전환,14,evening,2,,LOW,초5~6의 자율적 몰입 경험 및 개인 취향 탐색 (Gate형),NEW_QUESTION
초5~6,sun,EMOTIONAL_EXPERIENCE,WEEKEND_HIGHLIGHT,이번 주 통틀어 제일 좋았던 일은 뭐야?,OPEN,주간 최고 순간 구체화;그때의 감정 공유;기억에 남는 이유,평온했던 시간이나 다음 주에 기대하는 일로 전환,14,evening,2,18e80d91-81ac-7dea-54cc-1cb7c5274b84;edfc5408-f0eb-b058-ec99-e2ffd113009b,LOW,기존 일요일 승인 질문 유지 (주간 최고 긍정 경험 결산),REUSE_EXISTING
초5~6,sun,EMOTIONAL_EXPERIENCE,MOOD_TODAY,이번 주 마음을 한 단어로 표현하면 어떤 말이 떠올라?,OPEN,단어 선택 이유 경청;그 감정이 들었던 순간 탐색;메타인지 지지,다음 주 동안 느끼고 싶은 감정이나 편안한 상태로 전환,14,evening,2,32b08b68-f4b5-f32c-917e-6f5a2cae44e3;a3d93e9d-f6e6-146c-ff48-5744050f3d52,LOW,기존 일요일 승인 질문 유지 (한 주 정서 메타인지 및 요약),REUSE_EXISTING
초5~6,sun,DAILY_LIFE,MOOD_TODAY,다음 주의 너에게 응원 한마디를 해줄래?,OPEN,자기 응원 메시지 인정;다음 주 맞이하는 마음가짐 지지,케이가 대신 전하는 다정한 한 주 응원 메시지로 전환,14,evening,2,0916499e-83f6-9104-903f-d9a6fd01d6b3;a2683697-7064-0367-4fa7-3fe4066e4c09,LOW,기존 일요일 승인 질문 유지 (새로운 한 주를 향한 셀프 효능감 및 응원),REUSE_EXISTING
초5~6,sun,FUTURE_HOPE,WEEKEND_EXPECTATION,다음 주에 새로 해보고 싶은 게 있어?,GATE,해보고 싶은 활동/목표 구체화;기대하는 이유;응원과 격려,특별한 계획 없이 평온하고 여유롭게 보내기를 응원,14,evening,2,a1740b8c-d53d-c79a-3279-f28f3962b8e0;a231f12d-9342-e11b-56cb-1766190a1981;f6e63670-e595-da30-d63b-5a800688020e,LOW,기존 일요일 승인 질문 유지 (다음 주 활동 및 새로운 도전 기대감 탐색),REUSE_EXISTING
초5~6,sun,EMOTIONAL_EXPERIENCE,MOOD_TODAY,오늘 가장 편안했던 순간은 언제였어?,OPEN,편안했던 장소와 상황;쉬면서 느낀 기분;편안함 지속 지지,지금부터 잠들기 전까지 마음 편히 쉴 수 있도록 격려,7,evening,1,4a8aeac5-58e6-cf88-6707-2671b0b3b57c;77bdeb5d-405a-1921-7057-27ebaa5f4766,LOW,기존 일요일 승인 질문 유지 (일요일 쉼과 이완 상태 점검),REUSE_EXISTING
초5~6,sun,EMOTIONAL_EXPERIENCE,MOOD_TODAY,이번 주에 힘들거나 신경 쓰였던 일이 있었어? 없으면 넘어가도 돼.,GATE,힘들었던 상황 경청;감정 환기 및 공감;짐 덜어주기,별 탈 없이 한 주를 잘 보낸 대견함 칭찬으로 전환,14,evening,2,58201e34-a8e2-c283-5baa-b6af262f7580;c854402c-fc6d-f76b-ed70-001b00d67967,LOW,기존 일요일 승인 질문 유지 (주간 스트레스 털어내기 및 안전한 경청),REUSE_EXISTING
초5~6,sun,DAILY_HIGHLIGHT,WEEKEND_HIGHLIGHT,오늘 하루에서 하나만 기억한다면 어떤 순간을 고를래?,OPEN,선택한 순간 구체화;그 순간이 소중했던 이유;기억 나누기,하루를 차분하게 돌아보며 푹 쉴 준비 권유,14,evening,2,57736296-03b3-fa13-fb6c-f8a8120e7289;c011d0aa-db3d-6fc6-a9f5-71c52bdd30bd,LOW,기존 일요일 승인 질문 유지 (일요일 하루 최고의 하이라이트 포착),REUSE_EXISTING
초5~6,"sun,mon",DAILY_LIFE,RAPPORT_INTEREST,내일 아침에 일어나면 제일 먼저 하고 싶은 건 뭐야?,OPEN,아침 루틴/희망 활동 확인;기분 좋은 월요일 아침 상상,개운하게 일어나는 꿀잠 비법 이야기로 전환,14,evening,1,1a003f54-c393-88a4-f6f0-fd8981b3a82c;4866428a-f591-4cb4-2873-30376cfd19a7,LOW,기존 요일 미지정 문항의 weekday_affinity에 sun 추가 필요 (일요일 밤 월요일 기상 루틴 긍정 연계),REUSE_EXISTING
초5~6,sun,DAILY_HIGHLIGHT,RAPPORT_INTEREST,오늘 집에서 네가 직접 선택한 일이 있었어?,GATE,선택한 활동(놀이/휴식/취미) 확인;스스로 결정한 만족감 지지,편안하게 가족과 함께한 일상으로 자연스럽게 전환,14,evening,2,0f7eb900-4cda-5514-2527-909299f858d7;1f03ba22-e7ee-a952-c1e6-eff9c931f7fd,LOW,기존 일요일 승인 질문 유지 (초등 고학년의 자율적 의사결정 및 주말 주도권 인정),REUSE_EXISTING
초5~6,sun,DAILY_HIGHLIGHT,WEEKEND_HIGHLIGHT,"이번 주말(토, 일) 통틀어서 제일 재미있었던 순간은 언제야?",OPEN,주말 최고 순간 확인;누구와 함께했는지;기억에 남는 디테일 공유,조용히 집에서 쉰 시간이나 다음 주말 기대감으로 전환,7,evening,2,,LOW,주말 2일(토/일) 전체를 아우르는 대표 주말 하이라이트 회고 질문,NEW_QUESTION
초5~6,sun,DAILY_LIFE,MOOD_TODAY,"주말 동안 알차게 잘 놀았다고 느껴져, 아니면 시간이 너무 순식간에 지나갔어?",GATE,시간 순삭/알참 이유 경청;주말 동안 한 활동 되짚기;주말 보낸 보람 공감,아쉬운 마음을 달래고 다음 주말에 하고 싶은 계획으로 전환,14,evening,2,,LOW,일요일 저녁 주말 체감 속도 및 만족도에 대한 아이들의 솔직한 감정 포착 (Gate형),NEW_QUESTION
초5~6,sun,DIGITAL_CONTENT,GAME_TODAY,일요일인 오늘 주말 마지막으로 친구랑 게임하거나 영상 챙겨본 거 있어?,GATE,게임/영상 콘텐츠 확인;달성한 목표나 재미있었던 장면;주말 마무리 플레이,다른 취미 활동이나 가족과 보낸 시간으로 자연스럽게 전환,7,evening,2,,LOW,일요일 디지털 여가 마무리 및 또래 게임/미디어 상호작용 점검 (Gate형),NEW_QUESTION
초5~6,sun,DAILY_LIFE,OUTING_TODAY,오늘 가족이나 친구랑 같이 밖에서 맛있는 거 먹거나 바람 쐬고 왔어?,GATE,외출 장소 및 식사 메뉴;함께한 사람;기분 전환된 순간,집에서 보낸 아늑하고 편안한 휴식으로 전환,7,evening,2,,LOW,일요일 가족/친구와의 외출 및 외식 생활 맥락 확인 (Gate형),NEW_QUESTION
초5~6,sun,PHYSICAL_STATE,MOOD_TODAY,이번 주말 동안 쉬면서 다음 주를 위한 체력 충전은 든든하게 됐어?,GATE,충전된 활력 인정;쌩쌩한 기분 지지;가벼운 발걸음 응원,남은 주말 피로 공감 및 오늘 밤 일찍 푹 자도록 격려,7,evening,1,,LOW,월요일 등교를 앞둔 신체 에너지 및 주말 피로 회복도 확인 (Gate형),NEW_QUESTION
초5~6,sun,DAILY_LIFE,SCHOOL_HIGHLIGHT,내일 학교 갈 준비(가방 챙기기나 숙제 확인)는 미리 끝내뒀어?,GATE,준비 마친 꼼꼼함 칭찬;홀가분하게 저녁 시간 즐기기 권유,자기 전에 천천히 챙기면 된다는 안심 메시지 전달,7,evening,1,,LOW,일요일 저녁 등교 준비 상태 점검 및 심리적 안정감 제공 (Gate형),NEW_QUESTION
초5~6,sun,EMOTIONAL_EXPERIENCE,MOOD_TODAY,내일 월요일이라고 생각하면 기분이 어때? 조금 아쉬운 마음이 들어?,GATE,월요병/주말 끝나는 아쉬움 깊은 공감;월요일 학교에서 기대되는 작은 즐거움 찾기,담담하게 새 한 주를 맞이하는 긍정적인 마음가짐 지지,14,evening,2,,LOW,일요일 밤 특유의 월요병 및 주말 종결 아쉬움을 사실가정 없이 공감 (Gate형),NEW_QUESTION
초5~6,sun,PEER_CONNECTION,FRIEND_PLAY,내일 학교 가면 제일 먼저 만나서 이야기 나누고 싶은 친구 있어?,GATE,만날 친구 이름;나누고 싶은 주말 이야기나 소식;친구와의 우정 지지,내일 수업이나 학교 일정 중 기다려지는 시간으로 전환,14,evening,2,,LOW,월요일 등교에 대한 긍정적 또래 동기 부여 및 관계 기대감 형성 (Gate형),NEW_QUESTION
초5~6,sun,DAILY_LIFE,RAPPORT_INTEREST,일요일 밤 자기 전에 오늘 꼭 하고 자고 싶은 나만의 힐링 타임이 있어?,GATE,취침 전 자유시간 활동(웹툰/음악/독서 등) 확인;편안한 마무리 지지,따뜻하게 이불 덮고 꿀잠 잘 수 있도록 다정한 취침 인사,7,evening,2,,LOW,일요일 밤 혼자만의 자유시간 및 정서적 마무리 루틴 탐색 (Gate형),NEW_QUESTION
초5~6,"thu,mon",SCHOOL_EXPERIENCE,ACADEMY_TODAY,오늘 학원이나 방과후 활동에서 제일 기억나는 건 뭐야?,OPEN,활동 내용 확인;인상 깊었던 점;친구/선생님과의 상호작용,오늘 학원/방과후 일정이 없었거나 특별한 일 없었으면 학교 이야기나 저녁 휴식으로 전환,7,evening,1,8b427879-9e7c-37d0-dd93-7b16e119a809;2e84ee30-1328-2b8f-c46a-13fd4e95c4f3,LOW,기존 mon 전용 문항의 weekday_affinity에 thu 추가 필요 (목요일 방과후/학원 루틴 반영),REUSE_EXISTING
초5~6,"thu,mon",SCHOOL_EXPERIENCE,ACADEMY_LEARNING,오늘 학원이나 방과후에서 잘됐다고 느낀 일이 있었어?,GATE,문제 해결 경험;칭찬받은 순간;새로 이해한 개념,어려웠거나 지루했던 점 공감 후 기분 환기,7,evening,2,4eb75238-fe9a-367b-166f-3c5f15850bc7,LOW,기존 mon 전용 문항의 weekday_affinity에 thu 추가 필요 (주 후반 학습 성취감 점검),REUSE_EXISTING
초5~6,"thu,mon",LEARNING_AND_STUDY,ACADEMY_TODAY,오늘 학원이나 방과후가 조금 부담스러웠어? 없으면 넘어가도 돼.,GATE,부담 원인 경청;숙제/진도 스트레스 공감;휴식 제안,가벼운 마음으로 저녁 시간 즐기도록 격려,14,evening,2,d4fb4629-bdde-12b9-4e12-fd9b87a173f7;03a281e3-7e8b-8c09-5444-d062aadbfc99,LOW,기존 mon 전용 문항의 weekday_affinity에 thu 추가 필요 (목요일 학습 피로도 완화),REUSE_EXISTING
초5~6,"thu,mon",LEARNING_AND_STUDY,ACADEMY_LEARNING,"이번 주 공부나 학원 양은 괜찮았어, 조금 많았어?",GATE,많다고 느낀 부분 파악;가장 벅찼던 과목;조절 희망 여부,스스로 조절 잘하고 있음을 지지,14,evening,2,8fa664ca-da77-2017-ca5e-faecf5ef0975;8c517faf-9a4a-7d78-f3c3-8d22943a55cc,LOW,기존 mon 전용 문항의 weekday_affinity에 thu 추가 필요 (주 후반 학습량 점검),REUSE_EXISTING
초5~6,"thu,wed",PHYSICAL_STATE,MOOD_TODAY,"오늘 몸은 괜찮았어, 조금 피곤했어?",GATE,피곤한 부위/이유 파악;목요일 피로 공감;충분한 수면/휴식 권유,에너지 넘쳤던 활동이나 신났던 순간 확인,7,evening,1,baa30834-023a-6d24-837d-5e7477837f98;19da2ec7-2ffa-d74a-b7ac-bce1f6b2ab15,LOW,기존 요일 미지정 문항의 weekday_affinity에 thu 추가 필요 (목요일 신체 피로 점검),REUSE_EXISTING
초5~6,"thu,wed",PHYSICAL_STATE,MOOD_TODAY,오늘 쉬고 싶다고 느낀 때가 있었어?,GATE,어떤 순간에 쉬고 싶었는지;지금 어떻게 쉬고 싶은지,오늘 하루 집중하거나 즐겁게 보낸 시간 확인,7,evening,1,292bb6d5-91a2-e52d-0aa2-f66177dc85fc;c25a17cc-4f77-9658-3748-8f4995756d4b,LOW,기존 요일 미지정 문항의 weekday_affinity에 thu 추가 필요 (목요일 번아웃 방지),REUSE_EXISTING
초5~6,"thu,mon",TEACHER_RELATIONSHIP,SCHOOL_HIGHLIGHT,오늘 선생님이 한 말 중에 기억나는 게 있어?,GATE,선생님 말씀 내용;인상 깊었던 이유;칭찬/조언 여부,친구들과의 대화나 수업 내용으로 전환,14,afternoon,1,8d36b370-5dfe-e843-95ac-57d2c3ed91cf;e1128ecf-2db4-5792-4a59-1671007fbc02,LOW,기존 mon 전용 문항의 weekday_affinity에 thu 추가 필요 (목요일 사제관계 확인),REUSE_EXISTING
초5~6,"thu,mon",TEACHER_RELATIONSHIP,SCHOOL_HIGHLIGHT,오늘 선생님이나 어른에게 도움받은 일이 있었어?,GATE,도움받은 상황;느낀 고마움;문제 해결 과정,혼자 스스로 해결했던 일이나 친구와 함께한 일로 전환,14,afternoon,1,6d8d4341-17b0-1e6b-da6d-48c4d0af40b3;c351b19e-e474-2f87-2739-d084b89b00d9,LOW,기존 mon 전용 문항의 weekday_affinity에 thu 추가 필요 (사제관계 및 지지자 확인),REUSE_EXISTING
초5~6,"thu,sun",DAILY_LIFE,WEEKEND_EXPECTATION,내일 기대되는 일이 있어?,GATE,금요일 기대 요소 확인;수업/방과후/주말 시작 계획,평범하고 무난한 하루가 되기를 응원,7,evening,1,fd6a364d-aa3f-2f0c-8c9f-232c0c4f9a35;ecb1bdf2-1f2e-2def-5b1d-d7a4d79f51dc,LOW,기존 요일 미지정 문항의 weekday_affinity에 thu 추가 필요 (금요일을 앞둔 기대감),REUSE_EXISTING
초5~6,thu,PEER_CONNECTION,FRIEND_PLAY,오늘 학교 쉬는 시간에 친구들이랑 재미있게 이야기하거나 논 거 있어?,GATE,놀이/대화 주제 파악;함께한 친구;재미있었던 포인트,쉬는 시간에 조용히 책 보거나 휴식했는지 확인,7,afternoon,2,,LOW,목요일 학교 쉬는 시간의 또래 상호작용 및 놀이 맥락 보강,NEW_QUESTION
초5~6,thu,PHYSICAL_STATE,MOOD_TODAY,"한 주가 거의 다 지나갔는데, 이번 주 조금 피곤했어 아니면 아직 쌩쌩해?",GATE,피로 요인 공감;목요일 밤 힐링 방법 제안,남은 체력으로 금요일을 맞이하는 기대감 탐색,14,evening,2,,LOW,목요일 특유의 누적 피로감 및 주말 카운트다운 심리 케어,NEW_QUESTION
초5~6,thu,SCHOOL_EXPERIENCE,SCHOOL_HIGHLIGHT,오늘 체육이나 특별활동 수업 있었어? 재미있었던 순간 있어?,GATE,활동 종목/내용 확인;활약한 순간;즐거웠던 이유,일반 수업 중 흥미로웠던 과목이나 순간으로 전환,7,afternoon,1,,LOW,초등 고학년의 주요 관심사인 체육/특별활동 신체 및 협동 경험 탐색,NEW_QUESTION
초5~6,thu,SCHOOL_EXPERIENCE,SCHOOL_HIGHLIGHT,내일 금요일 시간표 중에 기다려지거나 좋아하는 과목 있어?,GATE,좋아하는 과목 및 이유;해당 수업에서 기대하는 활동,금요일 학교 끝난 뒤 하고 싶은 일로 자연스럽게 전환,14,evening,1,,LOW,금요일 수업에 대한 긍정적 기대감 형성 및 학교 적응 지원,NEW_QUESTION
초5~6,thu,MEAL_AND_TASTE,FOOD_TODAY,오늘 학교 급식이나 간식 중에 맛있었던 메뉴 있었어?,GATE,맛있었던 메뉴 확인;평소 최애 급식 메뉴 이야기,집에서 먹고 싶은 맛있는 저녁이나 간식 이야기로 전환,7,afternoon,1,,LOW,급식/음식 취향을 통한 라포 형성 및 가벼운 일상 대화 유도,NEW_QUESTION
초5~6,thu,PEER_CONNECTION,FRIEND_PLAY,오늘 학교 끝나고 학원 가거나 집에 올 때 친구랑 같이 이야기하면서 왔어?,GATE,같이 온 친구;하굣길 대화 주제;소소한 에피소드,혼자 오면서 음악 듣거나 생각했던 점 이야기,7,afternoon,2,,LOW,하굣길/학원 이동 시간 친구들과의 자연스러운 소통 맥락 포착,NEW_QUESTION
초5~6,thu,SCHOOL_EXPERIENCE,SCHOOL_HIGHLIGHT,요즘 학교에서 친구들이랑 같이 하는 모둠 활동이나 발표 준비 있어?,GATE,모둠 과제 주제;본인이 맡은 역할;팀워크 진행 상황,개인 과제나 최근 집중하고 있는 학습으로 전환,14,afternoon,2,,LOW,초5~6 학년의 대표적인 학교 생활 양상인 모둠 활동/발표 탐색,NEW_QUESTION
초5~6,thu,DAILY_LIFE,RAPPORT_INTEREST,오늘 밤에 자기 전에 꼭 하고 싶은 나만의 자유 시간 있어?,GATE,자유시간 활동(웹툰/영상/독서/취미) 확인;개인 취향 탐색,일찍 잠자리에 들어 푹 쉴 계획인지 확인,7,evening,2,,LOW,목요일 밤 혼자만의 힐링 및 자율적 시간 활용 욕구 탐색,NEW_QUESTION
초5~6,fri,ACHIEVEMENT,SCHOOL_HIGHLIGHT,이번 주에 네가 제일 뿌듯했던 일은 뭐야?,OPEN,성취 경험 구체화;스스로 노력한 과정 인정;성취 후 기분,특별한 일이 없었더라도 한 주를 무사히 마친 점 격려,14,evening,2,7d29e8dc-5727-f78c-b965-70008afc17f4;fff1c3e1-8810-a8aa-3ed0-3e9525e30076,LOW,기존 금요일 자산 유지 (주간 최고 성취 회고 및 자기효능감 고취),REUSE_EXISTING
초5~6,fri,ACHIEVEMENT,SCHOOL_HIGHLIGHT,오늘 처음 해봤거나 새로 도전한 게 있어?,GATE,새로운 도전 내용;도전하며 느낀 점;결과 및 배움,익숙하게 잘 해낸 일이나 오늘 좋았던 일로 전환,14,evening,2,209a5f49-deae-4fcf-8dc9-1a412bd3ea37;45048dd1-c417-e441-6392-b2496f968cd8,LOW,기존 금요일 자산 유지 (금요일 도전 경험 및 성장 피드백),REUSE_EXISTING
초5~6,fri,ACHIEVEMENT,MOOD_TODAY,오늘 스스로에게 칭찬해주고 싶은 일이 있어?,GATE,칭찬 사유 구체화;스스로 대견했던 순간 지지,오늘 하루 고생한 자신에게 토닥토닥 응원 메시지 제안,14,evening,2,0776e5bc-b68b-f968-80d1-2dac4bb4fc1c;e70690e2-287c-b06d-6530-f8692630ad7b,LOW,기존 금요일 자산 유지 (한 주 마무리 시점의 자존감 지지),REUSE_EXISTING
초5~6,"fri,sun",EMOTIONAL_EXPERIENCE,DAILY_HIGHLIGHT,이번 주 통틀어 제일 좋았던 일은 뭐야?,OPEN,주간 최고 순간 확인;그때의 감정 공유;기억에 남는 이유,평온했던 시간이나 주말에 기대하는 일로 전환,14,evening,2,edfc5408-f0eb-b058-ec99-e2ffd113009b,LOW,기존 sun 전용 문항의 weekday_affinity에 fri 추가 필요 (금요일 주간 하이라이트 회고),REUSE_EXISTING
